Hora,Ruta,X,Y,Direccion,Dia,Festivo
,50,21.944393,-102.289862,1,,
,50,21.948403,-102.312038,1,,
,50,21.950572,-102.32399,1,,
,50,21.952811,-102.335094,1,,
,50,21.954981,-102.338034,1,,
,50,21.953657,-102.338925,1,,
,50,21.95306,-102.343173,1,,
,2,21.873103,-102.237541,2,,
,2,21.865381,-102.235448,2,,
,2,21.864709,-102.235561,2,,
,2,21.867851,-102.244621,2,,
,2,21.866713,-102.245038,2,,
,2,21.865449,-102.246663,2,,
,2,21.858141,-102.250771,2,,
,2,21.856587,-102.252345,2,,
,2,21.852249,-102.269267,2,,
,2,21.860124,-102.269417,2,,
,2,21.860182,-102.282675,2,,
,2,21.862467,-102.282688,2,,
,2,21.866294,-102.282025,2,,
,2,21.873379,-102.281613,2,,
,2,21.878412,-102.281263,2,,
,2,21.881369,-102.282225,2,,
,2,21.884802,-102.2828,2,,
,2,21.88267,-102.290281,2,,
,2,21.885235,-102.291568,2,,
,2,21.88533,-102.291416,2,,
,2,21.887082,-102.292489,2,,
,2,21.885575,-102.294413,2,,
,2,21.884512,-102.296505,2,,
,2,21.886641,-102.297037,2,,
,2,21.865381,-102.235448,1,,
,2,21.864709,-102.235561,1,,
,2,21.867851,-102.244621,1,,
,2,21.866713,-102.245038,1,,
,2,21.865449,-102.246663,1,,
,2,21.858141,-102.250771,1,,
,2,21.856587,-102.252345,1,,
,2,21.852249,-102.269267,1,,
,2,21.860124,-102.269417,1,,
,2,21.860182,-102.282675,1,,
,2,21.862467,-102.282688,1,,
,2,21.866294,-102.282025,1,,
,2,21.873379,-102.281613,1,,
,2,21.878412,-102.281263,1,,
,2,21.881369,-102.282225,1,,
,2,21.884802,-102.2828,1,,
,2,21.893829,-102.285764,1,,
,2,21.891639,-102.293285,1,,
,2,21.890225,-102.295012,1,,
,2,21.886731,-102.296987,1,,
,39,21.916228,-102.20652,2,,
,39,21.91134,-102.211208,2,,
,39,21.908543,-102.212442,2,,
,39,21.906288,-102.211809,2,,
,39,21.900225,-102.213987,2,,
,39,21.895965,-102.215145,2,,
,39,21.891253,-102.215778,2,,
,39,21.887432,-102.218806,2,,
,39,21.883286,-102.227837,2,,
,39,21.88171,-102.229589,2,,
,39,21.879209,-102.234128,2,,
,39,21.877684,-102.235934,2,,
,39,21.877029,-102.239152,2,,
,39,21.874366,-102.243052,2,,
,39,21.87332,-102.245944,2,,
,39,21.869152,-102.244252,2,,
,39,21.867879,-102.244646,2,,
,39,21.871622,-102.251518,2,,
,39,21.870765,-102.252509,2,,
,39,21.869644,-102.257411,2,,
,39,21.873235,-102.258647,2,,
,39,21.874798,-102.260263,2,,
,39,21.875857,-102.263821,2,,
,39,21.875353,-102.265953,2,,
,39,21.873752,-102.268018,2,,
,39,21.873588,-102.287084,2,,
,39,21.872159,-102.293001,2,,
,39,21.878651,-102.294975,2,,
,39,21.878492,-102.29593,2,,
,39,21.882862,-102.297453,2,,
,39,21.883699,-102.295297,2,,
,39,21.880844,-102.294369,2,,
,39,21.88133,-102.292279,2,,
,39,21.916228,-102.20652,1,,
,39,21.91134,-102.211208,1,,
,39,21.908543,-102.212442,1,,
,39,21.906288,-102.211809,1,,
,39,21.900225,-102.213987,1,,
,39,21.895965,-102.215145,1,,
,39,21.891253,-102.215778,1,,
,39,21.887432,-102.218806,1,,
,39,21.883286,-102.227837,1,,
,39,21.88171,-102.229589,1,,
,39,21.879209,-102.234128,1,,
,39,21.877684,-102.235934,1,,
,39,21.877029,-102.239152,1,,
,39,21.874366,-102.243052,1,,
,39,21.87332,-102.245944,1,,
,39,21.869152,-102.244252,1,,
,39,21.867879,-102.244646,1,,
,39,21.871622,-102.251518,1,,
,39,21.870765,-102.252509,1,,
,39,21.869644,-102.257411,1,,
,39,21.873235,-102.258647,1,,
,39,21.874798,-102.260263,1,,
,39,21.875857,-102.263821,1,,
,39,21.875353,-102.265953,1,,
,39,21.873752,-102.268018,1,,
,39,21.873588,-102.287084,1,,
,39,21.872821,-102.290217,1,,
,39,21.878277,-102.291848,1,,
,39,21.879034,-102.291837,1,,
,39,21.881294,-102.292277,1,,
,42,21.91808,-102.248128,2,,
,42,21.916223,-102.24891,2,,
,42,21.913523,-102.252475,2,,
,42,21.91238,-102.251962,2,,
,42,21.91119,-102.253758,2,,
,42,21.909798,-102.253463,2,,
,42,21.908358,-102.256015,2,,
,42,21.907157,-102.256579,2,,
,42,21.906966,-102.257092,2,,
,42,21.899749,-102.25368,2,,
,42,21.89637,-102.253385,2,,
,42,21.892669,-102.253667,2,,
,42,21.869138,-102.244184,2,,
,42,21.86649,-102.245236,2,,
,42,21.865354,-102.246802,2,,
,42,21.858037,-102.250815,2,,
,42,21.856315,-102.252757,2,,
,42,21.852246,-102.269316,2,,
,42,21.859944,-102.26938,2,,
,42,21.860083,-102.282802,2,,
,42,21.857813,-102.282888,2,,
,42,21.846719,-102.281007,2,,
,42,21.842655,-102.280241,2,,
,42,21.836682,-102.280254,2,,
,42,21.834975,-102.288808,2,,
,42,21.91808,-102.248128,1,,
,42,21.916223,-102.24891,1,,
,42,21.913523,-102.252475,1,,
,42,21.91238,-102.251962,1,,
,42,21.91119,-102.253758,1,,
,42,21.909798,-102.253463,1,,
,42,21.908358,-102.256015,1,,
,42,21.907157,-102.256579,1,,
,42,21.906966,-102.257092,1,,
,42,21.899749,-102.25368,1,,
,42,21.89637,-102.253385,1,,
,42,21.892669,-102.253667,1,,
,42,21.869138,-102.244184,1,,
,42,21.86649,-102.245236,1,,
,42,21.865354,-102.246802,1,,
,42,21.858037,-102.250815,1,,
,42,21.856315,-102.252757,1,,
,42,21.852246,-102.269316,1,,
,42,21.859944,-102.26938,1,,
,42,21.860083,-102.282802,1,,
,42,21.857813,-102.282888,1,,
,42,21.846719,-102.281007,1,,
,42,21.842655,-102.280241,1,,
,42,21.836682,-102.280254,1,,
,42,21.834975,-102.288808,1,,
,20,21.879953,-102.251802,2,,
,20,21.883964,-102.256744,2,,
,20,21.886209,-102.255795,2,,
,20,21.8927,-102.258337,2,,
,20,21.89717,-102.258938,2,,
,20,21.896285,-102.265436,2,,
,20,21.894643,-102.267538,2,,
,20,21.896564,-102.271154,2,,
,20,21.899431,-102.270811,2,,
,20,21.900018,-102.27301,2,,
,20,21.896029,-102.278457,2,,
,20,21.9024,-102.283586,2,,
,20,21.902738,-102.285088,2,,
,20,21.900746,-102.292287,2,,
,20,21.898218,-102.301599,2,,
,20,21.895779,-102.310161,2,,
,20,21.8942,-102.311954,2,,
,20,21.89203,-102.312695,2,,
,20,21.881437,-102.312523,2,,
,20,21.874498,-102.312062,2,,
,20,21.868753,-102.310259,2,,
,20,21.867867,-102.30909,2,,
,20,21.866025,-102.298479,2,,
,20,21.865315,-102.2945,2,,
,20,21.86591,-102.287746,2,,
,20,21.866517,-102.281888,2,,
,20,21.868439,-102.276084,2,,
,20,21.869704,-102.272447,2,,
,20,21.871098,-102.271073,2,,
,20,21.873079,-102.270644,2,,
,20,21.878067,-102.271513,2,,
,20,21.884025,-102.272577,2,,
,20,21.88973,-102.27351,2,,
,20,21.893224,-102.276268,2,,
,20,21.895991,-102.278456,2,,
,20,21.879953,-102.251802,1,,
,20,21.883964,-102.256744,1,,
,20,21.886209,-102.255795,1,,
,20,21.8927,-102.258337,1,,
,20,21.89717,-102.258938,1,,
,20,21.896285,-102.265436,1,,
,20,21.894643,-102.267538,1,,
,20,21.896564,-102.271154,1,,
,20,21.899431,-102.270811,1,,
,20,21.900018,-102.27301,1,,
,20,21.896029,-102.278457,1,,
,20,21.9024,-102.283586,1,,
,20,21.902738,-102.285088,1,,
,20,21.900746,-102.292287,1,,
,20,21.898218,-102.301599,1,,
,20,21.895779,-102.310161,1,,
,20,21.8942,-102.311954,1,,
,20,21.89203,-102.312695,1,,
,20,21.881437,-102.312523,1,,
,20,21.874498,-102.312062,1,,
,20,21.868753,-102.310259,1,,
,20,21.867867,-102.30909,1,,
,20,21.866025,-102.298479,1,,
,20,21.865315,-102.2945,1,,
,20,21.86591,-102.287746,1,,
,20,21.866517,-102.281888,1,,
,20,21.868439,-102.276084,1,,
,20,21.869704,-102.272447,1,,
,20,21.871098,-102.271073,1,,
,20,21.873079,-102.270644,1,,
,20,21.878067,-102.271513,1,,
,20,21.884025,-102.272577,1,,
,20,21.88973,-102.27351,1,,
,20,21.893224,-102.276268,1,,
,20,21.895991,-102.278456,1,,
